name,pathschuf,flatintvarschuf,flatintconstraintschuf,flattimechuf
benchmark_puzzles/benchmarks3x3/20/puzzle13.txt,0.0,26.0,27.0,0.0332711
benchmark_puzzles/benchmarks3x3/20/puzzle14.txt,0.0,19.0,27.0,0.032833
benchmark_puzzles/benchmarks3x3/20/puzzle15.txt,0.0,17.0,27.0,0.0347826
benchmark_puzzles/benchmarks3x3/20/puzzle16.txt,0.0,19.0,27.0,0.0330076
benchmark_puzzles/benchmarks3x3/20/puzzle17.txt,0.0,16.0,27.0,0.0329102
benchmark_puzzles/benchmarks3x3/20/puzzle18.txt,0.0,24.0,27.0,0.0343161
benchmark_puzzles/benchmarks3x3/20/puzzle19.txt,0.0,16.0,27.0,0.0349245
benchmark_puzzles/benchmarks3x3/20/puzzle20.txt,0.0,16.0,27.0,0.0342521
benchmark_puzzles/benchmarks3x3/25/puzzle1.txt,0.0,16.0,27.0,0.0338501
benchmark_puzzles/benchmarks3x3/25/puzzle2.txt,0.0,13.0,27.0,0.0343204
benchmark_puzzles/benchmarks3x3/25/puzzle3.txt,0.0,27.0,27.0,0.0334542
benchmark_puzzles/benchmarks3x3/25/puzzle4.txt,0.0,14.0,27.0,0.0341553
benchmark_puzzles/benchmarks3x3/25/puzzle5.txt,0.0,22.0,27.0,0.0327737
benchmark_puzzles/benchmarks3x3/25/puzzle6.txt,0.0,25.0,27.0,0.032189
benchmark_puzzles/benchmarks3x3/25/puzzle7.txt,0.0,15.0,27.0,0.0374994
benchmark_puzzles/benchmarks3x3/25/puzzle8.txt,0.0,25.0,27.0,0.0337179
benchmark_puzzles/benchmarks3x3/25/puzzle9.txt,0.0,21.0,27.0,0.0362838
benchmark_puzzles/benchmarks3x3/25/puzzle10.txt,0.0,28.0,27.0,0.0357034
benchmark_puzzles/benchmarks3x3/25/puzzle11.txt,0.0,17.0,27.0,0.0343711
benchmark_puzzles/benchmarks3x3/25/puzzle12.txt,0.0,21.0,27.0,0.0351782
benchmark_puzzles/benchmarks3x3/25/puzzle13.txt,0.0,30.0,27.0,0.0340756
benchmark_puzzles/benchmarks3x3/25/puzzle14.txt,0.0,23.0,27.0,0.0359062
benchmark_puzzles/benchmarks3x3/25/puzzle15.txt,0.0,23.0,27.0,0.0341494
benchmark_puzzles/benchmarks3x3/25/puzzle16.txt,0.0,23.0,27.0,0.0345205
benchmark_puzzles/benchmarks3x3/25/puzzle17.txt,0.0,24.0,27.0,0.0353903
benchmark_puzzles/benchmarks3x3/25/puzzle18.txt,0.0,31.0,27.0,0.0354131
benchmark_puzzles/benchmarks3x3/25/puzzle19.txt,0.0,17.0,27.0,0.0356408
benchmark_puzzles/benchmarks3x3/25/puzzle20.txt,0.0,23.0,27.0,0.0351847
benchmark_puzzles/benchmarks3x3/30/puzzle1.txt,0.0,21.0,27.0,0.0327267
benchmark_puzzles/benchmarks3x3/30/puzzle2.txt,0.0,17.0,27.0,0.031406
benchmark_puzzles/benchmarks3x3/30/puzzle3.txt,0.0,28.0,27.0,0.0341781
benchmark_puzzles/benchmarks3x3/30/puzzle4.txt,0.0,19.0,27.0,0.0334096
benchmark_puzzles/benchmarks3x3/30/puzzle5.txt,0.0,24.0,27.0,0.0343924
benchmark_puzzles/benchmarks3x3/30/puzzle6.txt,0.0,28.0,27.0,0.0352106
benchmark_puzzles/benchmarks3x3/30/puzzle7.txt,0.0,22.0,27.0,0.0335128
benchmark_puzzles/benchmarks3x3/30/puzzle8.txt,0.0,30.0,27.0,0.0314295
benchmark_puzzles/benchmarks3x3/30/puzzle9.txt,0.0,25.0,27.0,0.0347626
benchmark_puzzles/benchmarks3x3/30/puzzle10.txt,0.0,31.0,27.0,0.0365115
benchmark_puzzles/benchmarks3x3/30/puzzle11.txt,0.0,19.0,27.0,0.031115
benchmark_puzzles/benchmarks3x3/30/puzzle12.txt,0.0,27.0,27.0,0.0347535
benchmark_puzzles/benchmarks3x3/30/puzzle13.txt,0.0,34.0,27.0,0.0328839
benchmark_puzzles/benchmarks3x3/30/puzzle14.txt,0.0,24.0,27.0,0.0319797
benchmark_puzzles/benchmarks3x3/30/puzzle15.txt,0.0,24.0,27.0,0.0326109
benchmark_puzzles/benchmarks3x3/30/puzzle16.txt,0.0,28.0,27.0,0.0315942
benchmark_puzzles/benchmarks3x3/30/puzzle17.txt,0.0,27.0,27.0,0.0338451
benchmark_puzzles/benchmarks3x3/30/puzzle18.txt,0.0,35.0,27.0,0.0353815
benchmark_puzzles/benchmarks3x3/30/puzzle19.txt,0.0,23.0,27.0,0.0293643
benchmark_puzzles/benchmarks3x3/30/puzzle20.txt,0.0,27.0,27.0,0.034578
benchmark_puzzles/benchmarks3x3/35/puzzle1.txt,0.0,23.0,27.0,0.0358915
benchmark_puzzles/benchmarks3x3/35/puzzle2.txt,0.0,23.0,27.0,0.0320055
benchmark_puzzles/benchmarks3x3/35/puzzle3.txt,0.0,32.0,27.0,0.0344113
benchmark_puzzles/benchmarks3x3/35/puzzle4.txt,0.0,25.0,27.0,0.0359062
benchmark_puzzles/benchmarks3x3/35/puzzle5.txt,0.0,28.0,27.0,0.0348728
benchmark_puzzles/benchmarks3x3/35/puzzle6.txt,0.0,36.0,27.0,0.0327987
benchmark_puzzles/benchmarks3x3/35/puzzle7.txt,0.0,25.0,27.0,0.0320786
benchmark_puzzles/benchmarks3x3/35/puzzle8.txt,0.0,33.0,27.0,0.0368827
benchmark_puzzles/benchmarks3x3/35/puzzle9.txt,0.0,31.0,27.0,0.0338608
benchmark_puzzles/benchmarks3x3/35/puzzle10.txt,0.0,36.0,27.0,0.0331336
benchmark_puzzles/benchmarks3x3/35/puzzle11.txt,0.0,24.0,27.0,0.0324754
benchmark_puzzles/benchmarks3x3/35/puzzle12.txt,0.0,31.0,27.0,0.0320887
benchmark_puzzles/benchmarks3x3/35/puzzle13.txt,0.0,38.0,27.0,0.036453
benchmark_puzzles/benchmarks3x3/35/puzzle14.txt,0.0,29.0,27.0,0.032367
benchmark_puzzles/benchmarks3x3/35/puzzle15.txt,0.0,26.0,27.0,0.0345669
benchmark_puzzles/benchmarks3x3/35/puzzle16.txt,0.0,30.0,27.0,0.0340509
benchmark_puzzles/benchmarks3x3/35/puzzle17.txt,0.0,29.0,27.0,0.0330753
benchmark_puzzles/benchmarks3x3/35/puzzle18.txt,0.0,39.0,27.0,0.0366745
benchmark_puzzles/benchmarks3x3/35/puzzle19.txt,0.0,26.0,27.0,0.0301735
benchmark_puzzles/benchmarks3x3/35/puzzle20.txt,0.0,32.0,27.0,0.0351904
benchmark_puzzles/benchmarks3x3/40/puzzle1.txt,0.0,28.0,27.0,0.0348484
benchmark_puzzles/benchmarks3x3/40/puzzle2.txt,0.0,30.0,27.0,0.0619167
benchmark_puzzles/benchmarks3x3/40/puzzle3.txt,0.0,36.0,27.0,0.0325718
benchmark_puzzles/benchmarks3x3/40/puzzle4.txt,0.0,28.0,27.0,0.0327908
benchmark_puzzles/benchmarks3x3/40/puzzle5.txt,0.0,31.0,27.0,0.0320977
benchmark_puzzles/benchmarks3x3/40/puzzle6.txt,0.0,38.0,27.0,0.0341431
benchmark_puzzles/benchmarks3x3/40/puzzle7.txt,0.0,27.0,27.0,0.0321767
benchmark_puzzles/benchmarks3x3/40/puzzle8.txt,0.0,36.0,27.0,0.0307286
benchmark_puzzles/benchmarks3x3/40/puzzle9.txt,0.0,34.0,27.0,0.0335648
benchmark_puzzles/benchmarks3x3/40/puzzle10.txt,0.0,39.0,27.0,0.0350824
benchmark_puzzles/benchmarks3x3/40/puzzle11.txt,0.0,31.0,27.0,0.0324287
benchmark_puzzles/benchmarks3x3/40/puzzle12.txt,0.0,36.0,27.0,0.0296444
benchmark_puzzles/benchmarks3x3/40/puzzle13.txt,0.0,42.0,27.0,0.034242
benchmark_puzzles/benchmarks3x3/40/puzzle14.txt,0.0,31.0,27.0,0.0324731
benchmark_puzzles/benchmarks3x3/40/puzzle15.txt,0.0,30.0,27.0,0.0340499
benchmark_puzzles/benchmarks3x3/40/puzzle16.txt,0.0,35.0,27.0,0.0311376
benchmark_puzzles/benchmarks3x3/40/puzzle17.txt,0.0,37.0,27.0,0.0334623
benchmark_puzzles/benchmarks3x3/40/puzzle18.txt,0.0,44.0,27.0,0.0351256
benchmark_puzzles/benchmarks3x3/40/puzzle19.txt,0.0,34.0,27.0,0.0307662
benchmark_puzzles/benchmarks3x3/40/puzzle20.txt,0.0,33.0,27.0,0.0330315
benchmark_puzzles/benchmarks3x3/45/puzzle1.txt,0.0,33.0,27.0,0.032676
benchmark_puzzles/benchmarks3x3/45/puzzle2.txt,0.0,33.0,27.0,0.0327279
benchmark_puzzles/benchmarks3x3/45/puzzle3.txt,0.0,39.0,27.0,0.0330839
benchmark_puzzles/benchmarks3x3/45/puzzle4.txt,0.0,31.0,27.0,0.031506
benchmark_puzzles/benchmarks3x3/45/puzzle5.txt,0.0,37.0,27.0,0.032494
benchmark_puzzles/benchmarks3x3/45/puzzle6.txt,0.0,42.0,27.0,0.0322375
benchmark_puzzles/benchmarks3x3/45/puzzle7.txt,0.0,29.0,27.0,0.0329358
benchmark_puzzles/benchmarks3x3/45/puzzle8.txt,0.0,43.0,27.0,0.0348986
benchmark_puzzles/benchmarks3x3/45/puzzle9.txt,0.0,38.0,27.0,0.0313041
benchmark_puzzles/benchmarks3x3/45/puzzle10.txt,0.0,44.0,27.0,0.0326963
benchmark_puzzles/benchmarks3x3/45/puzzle11.txt,0.0,36.0,27.0,0.0331903
benchmark_puzzles/benchmarks3x3/45/puzzle12.txt,0.0,44.0,27.0,0.0337596
benchmark_puzzles/benchmarks3x3/45/puzzle13.txt,0.0,47.0,27.0,0.0297809
benchmark_puzzles/benchmarks3x3/45/puzzle14.txt,0.0,34.0,27.0,0.0316966
benchmark_puzzles/benchmarks3x3/45/puzzle15.txt,0.0,35.0,27.0,0.0338787
benchmark_puzzles/benchmarks3x3/45/puzzle16.txt,0.0,36.0,27.0,0.0333933
benchmark_puzzles/benchmarks3x3/45/puzzle17.txt,0.0,40.0,27.0,0.0311019
benchmark_puzzles/benchmarks3x3/45/puzzle18.txt,0.0,45.0,27.0,0.0344305
benchmark_puzzles/benchmarks3x3/45/puzzle19.txt,0.0,36.0,27.0,0.0315465
benchmark_puzzles/benchmarks3x3/45/puzzle20.txt,0.0,41.0,27.0,0.0322002
benchmark_puzzles/benchmarks3x3/50/puzzle1.txt,0.0,36.0,27.0,0.0346602
benchmark_puzzles/benchmarks3x3/50/puzzle2.txt,0.0,34.0,27.0,0.0333187
benchmark_puzzles/benchmarks3x3/50/puzzle3.txt,0.0,45.0,27.0,0.0333537
benchmark_puzzles/benchmarks3x3/50/puzzle4.txt,0.0,35.0,27.0,0.0309724
benchmark_puzzles/benchmarks3x3/50/puzzle5.txt,0.0,44.0,27.0,0.0352276
benchmark_puzzles/benchmarks3x3/50/puzzle6.txt,0.0,48.0,27.0,0.0322273
benchmark_puzzles/benchmarks3x3/50/puzzle7.txt,0.0,31.0,27.0,0.0350048
benchmark_puzzles/benchmarks3x3/50/puzzle8.txt,0.0,46.0,27.0,0.0326015
benchmark_puzzles/benchmarks3x3/50/puzzle9.txt,0.0,43.0,27.0,0.0342928
benchmark_puzzles/benchmarks3x3/50/puzzle10.txt,0.0,45.0,27.0,0.0307833
benchmark_puzzles/benchmarks3x3/50/puzzle11.txt,0.0,44.0,27.0,0.0325934
benchmark_puzzles/benchmarks3x3/50/puzzle12.txt,0.0,48.0,27.0,0.0326602
benchmark_puzzles/benchmarks3x3/50/puzzle13.txt,0.0,49.0,27.0,0.0337644
benchmark_puzzles/benchmarks3x3/50/puzzle14.txt,0.0,38.0,27.0,0.0297066
benchmark_puzzles/benchmarks3x3/50/puzzle15.txt,0.0,39.0,27.0,0.0331234
benchmark_puzzles/benchmarks3x3/50/puzzle16.txt,0.0,40.0,27.0,0.032966
benchmark_puzzles/benchmarks3x3/50/puzzle17.txt,0.0,46.0,27.0,0.0311063
benchmark_puzzles/benchmarks3x3/50/puzzle18.txt,0.0,49.0,27.0,0.0340901
benchmark_puzzles/benchmarks3x3/50/puzzle19.txt,0.0,40.0,27.0,0.0324098
benchmark_puzzles/benchmarks3x3/50/puzzle20.txt,0.0,43.0,27.0,0.0310816
benchmark_puzzles/benchmarks3x3/55/puzzle1.txt,0.0,43.0,27.0,0.0352699
benchmark_puzzles/benchmarks3x3/55/puzzle2.txt,0.0,36.0,27.0,0.0331696
benchmark_puzzles/benchmarks3x3/55/puzzle3.txt,0.0,52.0,27.0,0.0332976
benchmark_puzzles/benchmarks3x3/55/puzzle4.txt,0.0,43.0,27.0,0.036672
benchmark_puzzles/benchmarks3x3/55/puzzle5.txt,0.0,50.0,27.0,0.0350757
benchmark_puzzles/benchmarks3x3/55/puzzle6.txt,0.0,51.0,27.0,0.035562
benchmark_puzzles/benchmarks3x3/55/puzzle7.txt,0.0,37.0,27.0,0.0312616
benchmark_puzzles/benchmarks3x3/55/puzzle8.txt,0.0,49.0,27.0,0.0359695
benchmark_puzzles/benchmarks3x3/55/puzzle9.txt,0.0,46.0,27.0,0.0339429
benchmark_puzzles/benchmarks3x3/55/puzzle10.txt,0.0,48.0,27.0,0.0323203
benchmark_puzzles/benchmarks3x3/55/puzzle11.txt,0.0,45.0,27.0,0.0341205
benchmark_puzzles/benchmarks3x3/55/puzzle12.txt,0.0,49.0,27.0,0.0307917
benchmark_puzzles/benchmarks3x3/55/puzzle13.txt,0.0,49.0,27.0,0.0342659
benchmark_puzzles/benchmarks3x3/55/puzzle14.txt,0.0,41.0,27.0,0.0361235
benchmark_puzzles/benchmarks3x3/55/puzzle15.txt,0.0,44.0,27.0,0.0305533
benchmark_puzzles/benchmarks3x3/55/puzzle16.txt,0.0,43.0,27.0,0.0328001
benchmark_puzzles/benchmarks3x3/55/puzzle17.txt,0.0,50.0,27.0,0.0332923
benchmark_puzzles/benchmarks3x3/55/puzzle18.txt,0.0,51.0,27.0,0.0327574
benchmark_puzzles/benchmarks3x3/55/puzzle19.txt,0.0,44.0,27.0,0.0334266
benchmark_puzzles/benchmarks3x3/55/puzzle20.txt,0.0,48.0,27.0,0.0335567
benchmark_puzzles/benchmarks3x3/60/puzzle1.txt,0.0,44.0,27.0,0.0334153
benchmark_puzzles/benchmarks3x3/60/puzzle2.txt,0.0,42.0,27.0,0.0341978
benchmark_puzzles/benchmarks3x3/60/puzzle3.txt,0.0,55.0,27.0,0.0354979
benchmark_puzzles/benchmarks3x3/60/puzzle4.txt,0.0,44.0,27.0,0.0319864
benchmark_puzzles/benchmarks3x3/60/puzzle5.txt,0.0,54.0,27.0,0.0338512
benchmark_puzzles/benchmarks3x3/60/puzzle6.txt,0.0,51.0,27.0,0.0329643
benchmark_puzzles/benchmarks3x3/60/puzzle7.txt,0.0,46.0,27.0,0.0334986
benchmark_puzzles/benchmarks3x3/60/puzzle8.txt,0.0,55.0,27.0,0.0321472
benchmark_puzzles/benchmarks3x3/60/puzzle9.txt,0.0,49.0,27.0,0.0341767
benchmark_puzzles/benchmarks3x3/60/puzzle10.txt,0.0,51.0,27.0,0.0304477
benchmark_puzzles/benchmarks3x3/60/puzzle11.txt,0.0,47.0,27.0,0.0341158
benchmark_puzzles/benchmarks3x3/60/puzzle12.txt,0.0,53.0,27.0,0.033176
benchmark_puzzles/benchmarks3x3/60/puzzle13.txt,0.0,51.0,27.0,0.0299799
benchmark_puzzles/benchmarks3x3/60/puzzle14.txt,0.0,43.0,27.0,0.034547
benchmark_puzzles/benchmarks3x3/60/puzzle15.txt,0.0,51.0,27.0,0.0323926
benchmark_puzzles/benchmarks3x3/60/puzzle16.txt,0.0,47.0,27.0,0.0332204
benchmark_puzzles/benchmarks3x3/60/puzzle17.txt,0.0,56.0,27.0,0.0351909
benchmark_puzzles/benchmarks3x3/60/puzzle18.txt,0.0,57.0,27.0,0.0332835
benchmark_puzzles/benchmarks3x3/60/puzzle19.txt,0.0,45.0,27.0,0.0335159
benchmark_puzzles/benchmarks3x3/60/puzzle20.txt,0.0,53.0,27.0,0.0324521
benchmark_puzzles/benchmarks3x3/65/puzzle1.txt,0.0,47.0,27.0,0.0331963
benchmark_puzzles/benchmarks3x3/65/puzzle2.txt,0.0,47.0,27.0,0.0334147
benchmark_puzzles/benchmarks3x3/65/puzzle3.txt,0.0,58.0,27.0,0.0325932
benchmark_puzzles/benchmarks3x3/65/puzzle4.txt,0.0,49.0,27.0,0.0360483
benchmark_puzzles/benchmarks3x3/65/puzzle5.txt,0.0,57.0,27.0,0.0345872
benchmark_puzzles/benchmarks3x3/65/puzzle6.txt,0.0,56.0,27.0,0.0325125
benchmark_puzzles/benchmarks3x3/65/puzzle7.txt,0.0,49.0,27.0,0.0337742
benchmark_puzzles/benchmarks3x3/65/puzzle8.txt,0.0,60.0,27.0,0.037199
benchmark_puzzles/benchmarks3x3/65/puzzle9.txt,0.0,54.0,27.0,0.0356076
benchmark_puzzles/benchmarks3x3/65/puzzle10.txt,0.0,54.0,27.0,0.0328675
benchmark_puzzles/benchmarks3x3/65/puzzle11.txt,0.0,51.0,27.0,0.0329873
benchmark_puzzles/benchmarks3x3/65/puzzle12.txt,0.0,58.0,27.0,0.0346688
benchmark_puzzles/benchmarks3x3/65/puzzle13.txt,0.0,55.0,27.0,0.0344378
benchmark_puzzles/benchmarks3x3/65/puzzle14.txt,0.0,47.0,27.0,0.0397118
benchmark_puzzles/benchmarks3x3/65/puzzle15.txt,0.0,58.0,27.0,0.0322094
benchmark_puzzles/benchmarks3x3/65/puzzle16.txt,0.0,50.0,27.0,0.0354416
benchmark_puzzles/benchmarks3x3/65/puzzle17.txt,0.0,58.0,27.0,0.0330536
benchmark_puzzles/benchmarks3x3/65/puzzle18.txt,0.0,59.0,27.0,0.0334118
benchmark_puzzles/benchmarks3x3/65/puzzle19.txt,0.0,50.0,27.0,0.0311857
benchmark_puzzles/benchmarks3x3/65/puzzle20.txt,0.0,56.0,27.0,0.0336218
benchmark_puzzles/benchmarks3x3/70/puzzle1.txt,0.0,53.0,27.0,0.0350096
benchmark_puzzles/benchmarks3x3/70/puzzle2.txt,0.0,54.0,27.0,0.0321295
benchmark_puzzles/benchmarks3x3/70/puzzle3.txt,0.0,61.0,27.0,0.0309706
benchmark_puzzles/benchmarks3x3/70/puzzle4.txt,0.0,56.0,27.0,0.0317693
benchmark_puzzles/benchmarks3x3/70/puzzle5.txt,0.0,60.0,27.0,0.0336
benchmark_puzzles/benchmarks3x3/70/puzzle6.txt,0.0,60.0,27.0,0.03289
benchmark_puzzles/benchmarks3x3/70/puzzle7.txt,0.0,53.0,27.0,0.0319272
benchmark_puzzles/benchmarks3x3/70/puzzle8.txt,0.0,65.0,27.0,0.0338057
benchmark_puzzles/benchmarks3x3/70/puzzle9.txt,0.0,59.0,27.0,0.0349915
benchmark_puzzles/benchmarks3x3/70/puzzle10.txt,0.0,61.0,27.0,0.033859
benchmark_puzzles/benchmarks3x3/70/puzzle11.txt,0.0,54.0,27.0,0.0416324
benchmark_puzzles/benchmarks3x3/70/puzzle12.txt,0.0,61.0,27.0,0.0316065
benchmark_puzzles/benchmarks3x3/70/puzzle13.txt,0.0,58.0,27.0,0.062741
benchmark_puzzles/benchmarks3x3/70/puzzle14.txt,0.0,52.0,27.0,0.0333367
benchmark_puzzles/benchmarks3x3/70/puzzle15.txt,0.0,61.0,27.0,0.0315219
benchmark_puzzles/benchmarks3x3/70/puzzle16.txt,0.0,53.0,27.0,0.0353579
benchmark_puzzles/benchmarks3x3/70/puzzle17.txt,0.0,60.0,27.0,0.0337765
benchmark_puzzles/benchmarks3x3/70/puzzle18.txt,0.0,63.0,27.0,0.0311051
benchmark_puzzles/benchmarks3x3/70/puzzle19.txt,0.0,52.0,27.0,0.0339942
benchmark_puzzles/benchmarks3x3/70/puzzle20.txt,0.0,61.0,27.0,0.0313618
benchmark_puzzles/benchmarks3x3/75/puzzle1.txt,0.0,55.0,27.0,0.0342641
benchmark_puzzles/benchmarks3x3/75/puzzle2.txt,0.0,58.0,27.0,0.0329933
benchmark_puzzles/benchmarks3x3/75/puzzle3.txt,0.0,63.0,27.0,0.0309647
benchmark_puzzles/benchmarks3x3/75/puzzle4.txt,0.0,62.0,27.0,0.032553
benchmark_puzzles/benchmarks3x3/75/puzzle5.txt,0.0,64.0,27.0,0.0334584
benchmark_puzzles/benchmarks3x3/75/puzzle6.txt,0.0,62.0,27.0,0.0300136
benchmark_puzzles/benchmarks3x3/75/puzzle7.txt,0.0,57.0,27.0,0.032267
benchmark_puzzles/benchmarks3x3/75/puzzle8.txt,0.0,69.0,27.0,0.0325547
benchmark_puzzles/benchmarks3x3/75/puzzle9.txt,0.0,63.0,27.0,0.0320018
benchmark_puzzles/benchmarks3x3/75/puzzle10.txt,0.0,64.0,27.0,0.0332581
